KEGG_Rap1_signaling_Main_Pathway	KEGG_VEGF_signaling_Main_Pathway	KEGG_Ras_signaling_Main_Pathway	KEGG_Tryptophan_metabolism_Main_Pathway	KEGG_TNF_signaling_Main_Pathway	KEGG_PI3K_Akt_signaling_Main_Pathway	KEGG_AMPK_signaling_Main_Pathway	KEGG_Apoptosis_Main_Pathway	KEGG_TGF_beta_signaling_Main_Pathway	KEGG_Cell_cycle_Main_Pathway	KEGG_mTOR_signaling_Main_Pathway	KEGG_Notch_signaling_Main_Pathway	KEGG_Insulin_signaling_Main_Pathway	KEGG_NF_kappa_B_signaling_Main_Pathway	KEGG_ErbB_signaling_Main_Pathway	KEGG_Jak_STAT_signaling_Main_Pathway	KEGG_cAMP_signaling_Main_Pathway	KEGG_Regulation_of_autophagy_Main_Pathway	KEGG_MAPK_signaling_Main_Pathway
0.208955223881	0.666666666667	0.021436227224	0.335675253708	0.285714285714	2.0	-0.0821917808219	-0.333333333333	0.323529411765	-0.00493218249075	-0.0689655172414	0.222222222222	0.04	0.0	0.0714285714286	0.45	0.0	1.0	-0.0759493670886
0.208955223881	-0.222222222222	0.109324758842	0.765027322404	0.571428571429	-0.0153846153846	0.301369863014	0.0	0.25	0.19728729963	0.206896551724	0.222222222222	0.72	0.00701754385965	1.67142857143	-0.3	0.0	1.0	0.0120554550934
0.208955223881	-0.222222222222	0.132904608789	0.676034348165	-0.285714285714	-0.0153846153846	-0.109589041096	0.0	-0.0147058823529	0.19728729963	0.0	-0.111111111111	0.72	0.0	0.371428571429	0.0	0.285714285714	1.0	0.303797468354
0.208955223881	0.111111111111	0.132904608789	1.40202966432	0.857142857143	0.1	0.301369863014	1.55555555556	-0.0147058823529	0.00493218249075	-0.206896551724	0.111111111111	0.28	0.0	0.2	0.0	2.0	1.0	0.000602772754671
0.208955223881	0.111111111111	0.197213290461	0.711943793911	0.857142857143	-0.107692307692	-0.0821917808219	1.22222222222	-0.573529411765	-0.039457459926	-0.206896551724	-0.111111111111	0.64	0.0	-0.278571428571	0.0	2.0	1.0	0.216998191682
0.208955223881	0.333333333333	-0.0364415862808	0.711943793911	1.71428571429	0.00769230769231	-0.013698630137	0.0555555555556	0.323529411765	0.00246609124538	-0.206896551724	-0.111111111111	0.64	0.00701754385965	0.371428571429	-0.05	2.0	1.0	0.14707655214
0.208955223881	0.111111111111	-0.021436227224	0.711943793911	0.285714285714	0.0	0.0821917808219	1.11111111111	0.323529411765	-0.138101109741	-0.206896551724	1.0	0.36	0.0	0.2	0.15	2.0	2.0	0.14707655214
0.391791044776	0.111111111111	0.289389067524	0.711943793911	0.571428571429	0.0230769230769	-0.0821917808219	0.333333333333	0.0147058823529	-0.138101109741	0.0	1.0	0.72	0.00701754385965	0.0714285714286	0.15	2.0	1.0	0.14707655214
0.391791044776	0.111111111111	0.289389067524	0.499609679938	1.71428571429	-0.1	-0.013698630137	-0.388888888889	0.397058823529	-0.138101109741	0.206896551724	1.0	0.44	0.0	-0.278571428571	0.9	2.0	1.0	0.14707655214
0.0746268656716	0.333333333333	0.289389067524	0.487119437939	0.285714285714	0.3	-0.013698630137	2.0	0.397058823529	0.932182490752	-1.51724137931	1.0	1.32	0.0	-0.278571428571	0.05	2.0	1.0	0.14707655214
0.391791044776	0.888888888889	0.289389067524	1.37704918033	0.571428571429	0.3	-0.013698630137	0.333333333333	0.397058823529	0.932182490752	-0.0344827586207	-0.222222222222	1.68	0.112280701754	0.2	0.9	0.285714285714	1.0	0.14707655214
0.391791044776	0.888888888889	0.289389067524	0.131147540984	1.71428571429	0.3	-0.013698630137	0.5	0.0441176470588	0.932182490752	0.206896551724	-0.222222222222	1.68	0.39298245614	0.192857142857	0.9	0.285714285714	1.0	0.14707655214
0.149253731343	0.888888888889	0.0986066452304	0.335675253708	0.571428571429	0.3	-0.013698630137	0.5	0.0	0.00246609124538	0.206896551724	-0.222222222222	1.68	0.694736842105	0.157142857143	0.15	0.285714285714	1.0	0.14707655214
0.10447761194	0.888888888889	0.0364415862808	0.335675253708	1.71428571429	0.2	-0.0821917808219	0.0555555555556	-0.0441176470588	0.0542540073983	0.206896551724	0.111111111111	0.72	1.27719298246	0.00714285714286	0.15	-0.571428571429	1.0	0.14707655214
0.00373134328358	0.333333333333	0.132904608789	0.688524590164	0.285714285714	-0.2	0.0821917808219	0.0555555555556	-0.0441176470588	0.19728729963	0.206896551724	-0.111111111111	-0.28	0.105263157895	0.2	0.15	0.160714285714	1.0	0.14707655214
0.10447761194	0.333333333333	0.132904608789	1.86572989852	0.285714285714	-0.2	-0.0821917808219	0.0555555555556	-0.0294117647059	-0.078914919852	1.10344827586	0.0	-0.28	0.105263157895	1.11428571429	0.05	0.0	1.0	0.14707655214
0.10447761194	0.333333333333	0.132904608789	0.676034348165	0.285714285714	0.346153846154	-0.0821917808219	0.0555555555556	-0.0294117647059	-0.078914919852	-0.275862068966	0.0	0.36	0.105263157895	1.48571428571	0.15	0.321428571429	1.0	0.14707655214
0.10447761194	0.333333333333	0.132904608789	2.0	0.285714285714	0.1	-0.0547945205479	0.833333333333	-0.0294117647059	-0.0147965474723	-0.275862068966	-0.222222222222	0.36	0.00701754385965	-0.278571428571	0.15	0.0178571428571	1.0	0.14707655214
0.10447761194	0.555555555556	0.132904608789	1.33333333333	0.285714285714	0.1	-0.0547945205479	0.333333333333	-1.19117647059	-1.15413070284	-0.275862068966	0.111111111111	0.56	0.519298245614	0.2	0.9	0.0178571428571		0.0325497287523
0.10447761194	0.111111111111	0.132904608789	1.33645589383	0.0	0.1	-0.0547945205479	0.333333333333	0.0147058823529	-0.0147965474723	-0.275862068966	0.111111111111	0.48	0.182456140351	0.00714285714286	0.05	0.0178571428571		0.0795660036166
0.574626865672	0.111111111111	0.0278670953912	1.33645589383	1.71428571429	0.1	-0.109589041096	0.166666666667	0.0	0.828606658446	0.551724137931	0.111111111111	1.2	0.259649122807	0.371428571429	0.15	0.0178571428571		0.0319469559976
0.391791044776	0.111111111111	0.132904608789	1.1756440281	1.71428571429	0.1	-0.109589041096	1.66666666667	0.735294117647	0.00246609124538	1.1724137931	0.111111111111	1.2	0.231578947368	0.0142857142857	0.15	0.0178571428571		0.0373719107896
0.10447761194	0.111111111111	0.0278670953912	1.28024980484	1.71428571429	0.1	-0.109589041096	-0.333333333333	1.39705882353	-0.310727496917	0.206896551724	0.222222222222	1.2	0.0280701754386	0.0142857142857	0.15	0.0178571428571		0.038577456299
0.391791044776	0.111111111111	0.0278670953912	1.28024980484	0.285714285714	-0.0153846153846	0.0821917808219	0.0555555555556	0.735294117647	-0.414303329223	0.206896551724	2.0	1.2	0.540350877193	0.0142857142857	0.15	0.0178571428571		-0.0506329113924
