SYMBOL	Tumour_sample_1	Tumour_sample_2	Normal_sample_1	Normal_sample_2	Normal_sample_3	Normal_sample_4
TSPAN6	737.884109990278	789.402800332328	755.116446577397	734.650680041611	774.07874046823	767.851927976102
TNMD	0	0	0	0	0	0
DPM1	685.178102133829	659.201415733109	706.310139664468	607.286617421332	648.452596430427	664.063330055887
SCYL3	177.201233310473	181.189339407305	164.836395045554	179.970958050395	173.659669699317	159.816071133782
C1orf112	364.398433628204	385.141158639648	390.450455303435	379.323403890832	345.47189610396	419.746807518036
FGR	0	0	0	0	0	0
CFH	79.9677360580597	62.8244443171057	84.7203818111226	90.4469430201984	79.440061670964	79.908035566891
FUCA2	1105.91744071203	1074.38904774181	1090.31447896053	1091.82381217239	978.221224529661	1132.48974544801
GCLC	3505.85824672721	3347.90553266663	3613.50845898745	3424.06284290751	3341.10119841717	3389.2028878371
NFYA	603.392917528996	656.469918154105	653.820337890185	674.66036069148	706.647060212645	692.536308246388
STPG1	146.304608015314	150.232366845253	166.67814247623	168.89582217037	165.346174873285	142.364890952507
NIPAL3	245.355553814501	295.912237725498	264.290756302089	275.955469010605	247.55740148626	276.463433398094
LAS1L	1889.23776437166	1875.62833758316	1951.33140280184	1968.60540267432	1895.47682033509	1915.95588727051
ENPP4	37.2576952088687	39.1514652990659	55.2524229202974	41.5317595500911	30.4828143621141	31.228427692808
SEMA3F	382.572919095944	345.079194147581	364.665991273963	398.704891680874	400.895194944167	354.534502630114
CFTR	0.908724273387042	0.910499193001532	0	1.84585598000405	1.84744329467358	2.75544950230659
ANKIB1	1603.89834252813	1600.65758129669	1722.0338476826	1754.48610899385	1667.31757344291	1620.20430735627
CYP51A1	104.50329143951	105.617906388178	96.6917401105204	106.136718850233	110.846597680415	93.6852830784239
KRIT1	877.827648091882	892.289209141501	840.757702103858	812.176631201781	791.629451767629	812.857603180443
RAD52	335.319256879818	283.165249023477	315.859684361033	296.25988479065	307.599308563151	287.48523140732
MYH16	17.2657611943538	20.0309822460337	15.6548531607509	25.8419837200567	18.4744329467358	10.1033148417908
BAD	368.033330721752	311.390724006524	301.125704915621	334.099932380733	345.47189610396	297.588546249111
LAP3	647.920406924961	604.571464153017	593.963546393197	594.365625561304	623.512111952333	653.960015214096
CD99	0	0	0	0	0	0
HS3ST1	6.36106991370929	11.8364895090199	4.60436857669145	9.22927990002024	15.7032680047254	7.34786533948423
AOC1	0	0	0.920873715338289	0	0	0
WNT16	2.72617282016112	0	2.76262114601487	0.922927990002024	0	0.918483167435528
HECW1	274.434730562887	285.896746602481	274.42036717081	281.493036950617	269.726721022343	255.338320547077
MAD1L1	464.358103700778	443.413106991746	435.573267355011	491.920618671079	499.733411209204	439.953437201618
LASP1	9779.69063019134	10094.704552808	10198.6763973716	10269.4197447525	10214.5139762502	10014.2219745496
SNX11	460.72320660723	516.253042431869	509.243164582074	467.924490931026	513.589235919255	480.366696568781
TMEM176A	0	0	0	0	0	0
M6PR	1921.95183821359	1901.1223149872	1949.48965537116	1933.53413905424	1886.23960386173	1876.46111107078
KLHL13	16.3570369209667	22.7624798250383	32.2305800368401	24.9190557300547	25.8642061254301	21.1251128510172
CYP26B1	297.152837397563	297.733236111501	330.593663806446	343.329212280753	326.073741509887	307.691861090902
ICA1	17.2657611943538	15.478486281026	20.2592217374424	24.9190557300547	24.9404844780933	27.5544950230659
DBNDD1	1159.53217284187	1071.6575501628	1062.68826750039	1090.90088418239	1179.59254364908	1095.75041875059
ALS2	867.831681084625	837.65925756141	893.247503878141	789.103431451731	884.001616501308	896.439571417076
CASP10	118.134155540315	108.349403967182	155.627657892171	138.439198500304	157.032680047254	134.098542445587
CFLAR	1925.58673530714	1902.0328141802	1908.97121189627	1834.78084412402	1858.52795444162	1840.6402675408
TFPI	586.127156334642	620.049950434043	665.791696189583	719.883832201579	598.57162747424	666.818779558194
NDUFAF7	508.885593096743	514.432044045866	501.876174859368	487.305978721069	515.436679213929	518.942989601074
RBM5	864.196783991077	912.320191387535	848.124691826564	896.163078291966	871.069513438593	840.412098203509
MTMR7	23.6268311080631	23.6729790180398	20.2592217374424	24.9190557300547	18.4744329467358	25.7175286881948
SLC7A2	91.7811516120912	99.244412037167	100.375234971874	125.518206640275	121.931257448456	96.4407325807305
ARF5	841.478677156401	881.363218825483	814.973238074386	851.862534771868	814.722492951049	859.700244719655
SARM1	87.237530245156	99.244412037167	90.2456241031524	90.4469430201984	104.380546149057	76.2341028971489
POLDIP2	3281.40335120061	3170.35819003134	3151.22985388763	3196.09962937701	3293.99139440299	3196.32142267564
PLXND1	1648.42583192409	1541.47513375159	1671.385793339	1674.19137386367	1598.03844989265	1597.24222817038
AK2	1245.86097881363	1300.19284760619	1210.02806195451	1298.55968193285	1306.14240933422	1297.8167155864
CD38	99.0509457991875	86.4974233351456	79.1951395190929	65.5278872901437	72.0502884922696	70.7232038925357
FKBP4	4750.81050126745	4811.9882350131	5004.9486428636	4907.20812284076	5062.91834905295	4895.51528243137
KDM1A	2017.36788691923	2119.64212130757	2048.94401662769	2117.19680906464	2183.67797430417	2102.40797025992
RBM6	915.085343300751	976.055134897642	893.247503878141	925.69677397203	917.255595805433	922.157100105271
CAMKK1	644.285509831412	653.7384205751	588.438304101167	670.968648731472	623.512111952333	585.992260823867
RECQL	1546.64871330474	1557.86411922562	1597.71589611193	1492.37455983327	1545.38631599445	1487.02424807812
CCDC132	328.049462692722	381.499161867642	322.305800368401	333.177004390731	340.853287867276	336.164839281403
HSPB6	7.26979418709633	10.0154911230169	2.76262114601487	3.6917119600081	4.61860823668395	8.26634850691975
ARHGAP33	410.743371570943	396.977648148668	335.198032383137	348.866780220765	340.853287867276	355.45298579755
NDUFAB1	990.509457991875	928.709176861563	866.54216613333	915.544566082008	896.933719564023	926.749515942448
PDK4	408.925923024169	425.203123131716	500.955301144029	467.001562941024	470.174318494426	450.056752043409
SLC22A16	0	0	0	0	0	0
ZMYND10	9.99596700725746	10.0154911230169	12.8922320147361	11.0751358800243	8.31349482603111	9.18483167435528
ABCB5	0	0	0	0	0	0
ARX	8.17851846048337	9.10499193001532	5.52524229202974	11.9980638700263	5.54232988402074	9.18483167435528
SLC25A13	1057.75505422252	971.502638932635	1066.37176236174	1058.59840453232	1085.37293562073	1019.51631585344
ST7	351.676293800785	369.662672358622	398.738318741479	407.934171580895	355.632834224664	407.806526341375
CDC27	2806.14055621918	2873.53545311284	2890.62259244689	3021.66623926663	2867.2319933334	2800.45517751093
SLC4A1	0.908724273387042	0.910499193001532	0.920873715338289	0.922927990002024	0	0
CALCR	0	0	0	0	0	0
HCCS	789.681393573339	842.211753526417	791.951395190929	780.797079541713	812.875049656375	811.020636845572
DVL2	792.4075663935	790.31329952533	822.340227797092	816.791271151792	907.094657684728	766.014961641231
PRSS22	0	0.910499193001532	1.84174743067658	0	1.84744329467358	1.83696633487106
UPF1	2001.01084999827	2016.75571249839	1990.92897256138	1908.61508332419	1980.45921189008	1962.79852880972
SKAP2	661.551271025766	670.127406049128	747.749456854691	714.346264261567	713.113111744002	711.824454762535
SLC25A5	5288.77527111258	5300.92630165492	5226.87920826013	5317.91107839166	5273.52688464574	5218.82135736867
CCDC109B	310.783701498368	319.585216743538	313.097063215018	277.801324990609	266.031834432996	292.077647244498
HOXA11	12.7221398274186	10.0154911230169	10.1296108687212	6.46049593001417	12.9321030627151	16.5326970138395
POLR2J	299.879010217724	302.285732076509	245.873281995323	296.25988479065	280.811380790384	274.626467063223
DHX33	2069.16517050229	2113.26862695656	2086.69983895656	2211.33546404485	2047.89089214566	2185.98993849656
MEOX1	0	0	0	0	0	0
THSD7A	516.15538728384	480.743573904809	515.689280589442	528.83773827116	478.487813320457	508.839674759283
LIG3	1006.86649491284	1027.95358889873	996.385359996029	1011.52907704222	1127.86413139822	1017.67934951857
RPAP3	1303.11060803702	1368.4802870813	1308.56154949571	1375.16270510302	1309.83729592357	1283.12098490743
ACSM3	44.527489395965	43.7039612640735	59.8567914969888	55.3756794001215	39.720030835482	59.7014058833093
AC004381.6	93.5986001588653	100.154911230169	99.4543612565353	74.757167190164	94.2196080283526	78.9895523994554
CIAPIN1	948.708141416071	1005.19110907369	919.952841622951	962.613893572111	970.831451350967	986.450921825758
SPPL2B	845.113574249949	757.535328577275	771.692173453486	808.484919241773	760.222915758178	735.705017115858
FAM214B	205.371685785471	189.383832144319	198.908722513071	209.50465373046	230.006690186861	209.4141621753
COPZ2	171.748887670151	184.831336179311	184.174743067658	200.275373830439	198.60015417741	186.452082989412
PRKAR2B	149.939505108862	175.726344249296	152.865036746156	207.658797750455	170.888504757306	171.756352310444
MSL3	647.920406924961	640.991431873079	710.914508241159	701.425272401538	734.358709632748	701.721139920744
CREBBP	2063.71282486197	2072.29616327149	2183.39157906708	2222.41059992487	2119.94118063793	2163.02785931067
BZRAP1	0.908724273387042	0	0.920873715338289	0	0	0
MPO	0	0	0	0.922927990002024	0	0
PON1	8.17851846048337	16.3889854740276	11.0504845840595	12.9209918600283	12.9321030627151	16.5326970138395
GCFC2	493.437280449164	539.015522256907	522.13539659681	536.221162191176	501.580854503877	528.127821275429
WDR54	671.547238033024	661.022414119112	636.323737298758	665.43108079146	713.113111744002	673.248161730242
CROT	385.299091916106	406.082640078683	390.450455303435	385.783899820846	412.903576359545	394.029278829842
ABCB4	0	0.910499193001532	2.76262114601487	0	1.84744329467358	0.918483167435528
KMT2E	1091.37785233784	1075.29954693481	1126.22855385873	1106.59066001243	1044.72918313791	1092.99496924828
RHBDD2	909.632997660429	905.036197843523	861.016923841301	832.481046981826	862.756018612562	855.107828882477
SOX8	9.99596700725746	13.657487895023	12.8922320147361	8.30635191001822	14.7795463573886	11.9402811766619
IBTK	2673.46681230468	2709.64559837256	2678.82163791908	2724.48342648598	2464.48935509456	2572.67135198691
ZNF195	523.425181470936	505.32705211585	542.394618334252	560.217289931229	517.284122508603	586.910743991303
MYCBP2	1342.18575179266	1366.6592886953	1441.16736450442	1473.91600003323	1333.85405875433	1381.39868382303
FBXL3	502.524523183034	523.537035975881	553.445102918312	499.304042591095	448.92872060568	530.883270777735
ITGAL	1.81744854677408	0.910499193001532	1.84174743067658	1.84585598000405	0	2.75544950230659
PDK2	199.919340145149	182.099838600306	184.174743067658	187.354381970411	204.142484061431	199.31084733351
ITGA3	17078.5639940361	16996.2884357596	16813.3122946465	17202.4548056477	17334.5604339222	16852.3291561071
ZFX	722.435797342698	696.531882646172	791.030521475591	813.099559191783	752.833142579484	743.052882455342
LAMP2	2158.22014929422	2150.59909386962	2263.50759230152	2272.24871138498	2127.33095381663	2213.54443351962
GGNBP2	1370.35620426766	1389.42176852034	1411.6994056136	1475.76185601324	1320.92195569161	1488.86121441299
ITGA2B	50.8885593096743	66.4664410891119	73.6698972270631	55.3756794001215	73.8977317869432	59.7014058833093
ASB4	15.4483126475797	26.4044765970444	25.7844640294721	21.2273437700466	24.0167628307565	30.3099445253724
GDE1	1579.36278714668	1692.61799978985	1754.26442771944	1717.56898939377	1631.29242919677	1733.17773695084
C19orf60	425.282959945135	393.335651376662	342.565022105844	352.558492180773	361.175164108685	355.45298579755
CRLF1	24.5355553814501	19.1204830530322	23.0218428834572	27.6878397000607	20.3218762414094	22.0435960184527
OSBPL7	392.568886103202	427.024121517719	408.8679296102	394.090251730864	449.852442253017	439.953437201618
TMEM98	530.694975658032	529.00003113389	518.451901735457	559.294361941227	586.563246058862	572.215013312334
YBX2	18.1744854677408	16.3889854740276	18.4174743067658	25.8419837200567	16.6269896520622	17.451180181275
KRT33A	0.908724273387042	0	0	0	0	0
MAP3K14	2978.79816816272	2902.67142728888	2828.00317980389	2906.30024051637	2728.67374623288	2783.92248049709
ABCC8	39.9838680290298	38.2409661060643	39.5975697595464	47.9922554801053	38.7963091881452	46.8426415392119
CCL18	0	0	0	0	0	0
CCL3	0	0	0	0	0	0
SYNRG	1016.8624619201	1047.98457114476	1021.24895031016	1049.3691246323	1043.80546149057	1038.80446236958
CACNG3	0	0	0	0	0	0
TMEM132A	3418.62071648205	3349.72653105264	3291.20265861905	3264.39630063716	3377.12634266331	3245.91951371716
AP2B1	9242.6345846196	9841.58577715356	10362.5919187018	10573.9859814532	10292.1065946265	10187.8152931949
TAC1	0	0	0	0	0	0
ZNF263	780.594150839469	828.554265631394	799.318384913635	821.405911101802	758.375472463505	740.297432953036
CX3CL1	0	2.7314975790046	4.60436857669145	2.76878397000607	4.61860823668395	3.67393266974211
SPATA20	2750.70837554257	2689.61461612653	2606.9934881227	2775.24446593609	2806.26636460917	2692.07416375353
CACNA1G	926.898758854782	925.067180089557	850.887312972579	854.631318741875	868.298348496583	910.216818928609
TNFRSF12A	3612.17898671349	3502.69039547689	3266.33906830491	3351.15153169735	3446.40546621356	3294.59912159124
DLX6	0.908724273387042	0	0	1.84585598000405	0.92372164733679	0.918483167435528
MAP3K9	597.031847615286	651.917422189097	641.848979590788	682.043784611496	662.308421140479	643.856700372305
RALA	575.222465053997	593.645473836999	589.359177816505	586.982201641287	567.165091464789	619.976138018982
BAIAP2L1	1631.16007072974	1635.25655063075	1671.385793339	1586.51321481348	1644.22453225949	1615.61189151909
KDM7A	254.442796548372	242.192785338408	266.132503732766	256.573981220563	242.938793249576	251.664387877335
ETV1	83.6026331516078	75.5714330191272	84.7203818111226	102.445006890225	73.8977317869432	78.0710692320199
AGK	680.634480766894	690.158388295161	709.072760810483	707.885768331553	722.35032821737	740.297432953036
ALDH3B1	2501.71792463453	2400.98637194504	2213.78041167325	2245.48379967493	2340.71065435143	2219.05533252424
TTC22	0	0	0.920873715338289	0	0	0
PHTF2	780.594150839469	835.838259175407	757.879067723412	747.57167190164	705.723338565308	722.846252771761
CCL26	9.08724273387042	14.5679870880245	15.6548531607509	20.3044157800445	19.3981545940726	8.26634850691975
FARP2	956.886659876555	889.557711562497	994.543612565353	977.380741412144	984.687276061018	915.727717933222
USH1C	17.2657611943538	28.2254749830475	11.9713582993978	17.5356318100385	24.0167628307565	18.3696633487106
GGCT	717.892175975763	753.893331805269	663.949948758907	734.650680041611	728.816379748728	730.194118111245
DBF4	406.199750204008	447.055103763752	415.314045617569	409.780027560899	409.208689770198	433.524055029569
TBXA2R	14.5395883741927	19.1204830530322	13.8131057300743	13.8439198500304	25.8642061254301	11.9402811766619
IFRD1	1174.07176121606	1116.27201061988	1062.68826750039	1137.04728368249	1077.98316244203	1125.14188010852
LGALS14	0	0	0	0	0	0
COX10	427.10040849191	417.008630394702	468.724721107189	416.240523490913	428.606844364271	490.470011410572
GTF2IRD1	376.211849182235	399.709145727673	369.270359850654	371.017051980814	409.208689770198	359.126918467292
PAF1	1649.33455619748	1686.24450543884	1675.99016191569	1698.18750160372	1822.50281019549	1695.51992708599
VPS41	975.969869617683	976.965634090644	1064.53001493106	1049.3691246323	1011.47520383379	1031.4565970301
ARHGAP44	184.471027497569	191.204830530322	187.858237929011	181.816814030399	189.362937704042	194.718431496332
ELAC2	3005.15117209095	3083.86076669619	3067.43034579184	3149.95322987691	3372.50773442662	3110.90248810413
SCIN	0.908724273387042	0.910499193001532	0.920873715338289	0.922927990002024	0.92372164733679	1.83696633487106
ARSD	349.858845254011	327.779709480552	344.40676953652	367.325340020806	340.853287867276	297.588546249111
PNPLA4	176.292509037086	183.010337793308	179.570374490966	182.739742020401	174.583391346653	207.577195840429
MYH13	0	0.910499193001532	0.920873715338289	0	0	0.918483167435528
ADIPOR2	2250.9100251797	2244.38051074878	2333.49399466723	2344.23709460514	2291.75340704258	2392.64865116955
CDKL3	11.8134155540315	12.7469887020215	7.36698972270631	10.1522078900223	9.2372164733679	13.7772475115329
UPP2	0	0	0	0	1.84744329467358	0
PRSS21	2.72617282016112	5.46299515800919	2.76262114601487	1.84585598000405	1.84744329467358	1.83696633487106
MARK4	322.5971170524	286.807245795483	333.356284952461	334.099932380733	324.226298215213	325.143041272177
PROM1	0	0.910499193001532	0.920873715338289	0	0	0.918483167435528
CCDC124	893.275960739462	853.137743842436	781.821784322208	784.488791501721	843.35786401849	811.939120013007
CEACAM21	0	0	0	0	0	0
PAFAH1B1	3589.46087987881	3711.19471067425	3615.35020641812	3588.34402512787	3530.46413612121	3540.75261046396
NOS2	8.17851846048337	5.46299515800919	9.20873715338289	7.38342392001619	6.46605153135753	12.8587643440974
DNAH9	0	0.910499193001532	0	1.84585598000405	0	0
KIAA0100	4104.70754288927	4352.18614254732	4476.36713025942	4643.25071770018	4621.37940162596	4509.75235210844
SLC13A2	0	0	0	0	0	0
GAS7	18.1744854677408	16.3889854740276	18.4174743067658	12.9209918600283	19.3981545940726	15.614213846404
TRAPPC6A	168.113990576603	155.695362003262	153.785910461494	157.820686290346	187.515494409368	151.549722626862
MATK	3.63489709354817	2.7314975790046	3.68349486135316	5.53756794001215	6.46605153135753	5.51089900461317
CEACAM7	0	0	0	0	0	0
CD79B	0	0.910499193001532	0	1.84585598000405	0	0
SCN4A	5.45234564032225	7.28399354401226	7.36698972270631	7.38342392001619	4.61860823668395	7.34786533948423
